




20190418|IJR|100|0|100|B
20190418|IWM|200|0|2100|B
20190422|IWM|334|0|334|B
20190422|VB|4|0|39|B
20190423|IWM|1426|0|2030|B
20190423|IWN|100|0|100|B
20190423|VTI|100|0|100|B
20190424|IJR|214|0|214|B
20190424|ITOT|370|0|370|B
20190424|IWM|1935|0|3935|B
20190424|XRT|1000|0|1000|B
20190425|IJR|200|0|310|B
20190425|IJT|100|0|100|B
20190425|IWM|6633|0|8096|B
20190425|IWN|100|0|100|B
20190425|VB|1|0|1|B
20190425|VTI|438|0|638|B
20190425|XRT|688|0|688|B
20190426|IJR|21|0|21|B
20190426|IJT|275|0|275|B
20190426|IWM|2929|0|5800|B
20190426|VB|35|0|60|B
20190426|VTI|368|0|368|B
20190429|IJR|111|0|135|B
20190429|ITOT|499|0|513|B
20190429|IWM|1995|0|2617|B
20190429|IWN|15|0|15|B
20190429|IWV|100|0|100|B
20190429|UWM|360|0|410|B
20190429|VIOG|100|0|100|B
20190429|VTI|370|0|618|B
20190430|IJR|660|0|1232|B
20190430|ITOT|100|0|100|B
20190430|IWM|13162|0|21128|B
20190430|IWN|200|0|305|B
20190430|SLY|600|0|600|B
20190430|SLYG|7|0|7|B
20190430|URTY|102|0|102|B
20190430|VB|4800|0|4800|B
20190430|VBR|20|0|179|B
20190430|VTI|700|0|3446|B
20190430|VTWO|80|0|285|B
20190430|XRT|200|0|384|B
20190501|IJR|348|0|791|B
20190501|ITOT|40|0|240|B
20190501|IWM|18971|0|32259|B
20190501|IWN|15|0|115|B
20190501|SPTM|4|0|4|B
20190501|UWM|400|0|2860|B
20190501|VB|30|0|80|B
20190501|VBR|166|0|229|B
20190501|VTI|1447|0|1747|B
20190501|VXF|1|0|1|B
20190501|XRT|1301|0|1301|B
20190502|FNDX|70|0|70|B
20190502|IJR|1103|0|1225|B
20190502|IJS|8|0|8|B
20190502|IJT|1|0|1|B
20190502|ITOT|5|0|405|B
20190502|IWM|42714|0|53813|B
20190502|IWN|140|0|140|B
20190502|SPTM|1|0|1|B
20190502|URTY|100|0|400|B
20190502|UWM|500|0|584|B
20190502|VB|101|0|216|B
20190502|VBR|804|0|1467|B
20190502|VCR|4|0|4|B
20190502|VTI|3940|0|4744|B
20190502|XRT|1410|0|2812|B
20190503|IJR|1034|0|1960|B
20190503|IWM|19910|0|25367|B
20190503|IWN|383|0|383|B
20190503|RETL|19|0|19|B
20190503|SCHA|20|0|20|B
20190503|URTY|100|0|100|B
20190503|UWM|100|0|300|B
20190503|VTI|1057|0|3171|B
20190503|XRT|1400|0|3500|B
20190506|IJR|1851|0|2275|B
20190506|ITOT|700|0|700|B
20190506|IWM|27150|0|44267|B
20190506|SPSM|380|0|380|B
20190506|SPTM|12|0|12|B
20190506|URTY|50|0|1450|B
20190506|VB|21|0|46|B
20190506|VBR|178|0|413|B
20190506|VCR|1|0|1|B
20190506|VTI|1727|0|1910|B
20190506|XRT|100|0|1300|B
20190507|IJR|203|0|953|B
20190507|IJT|200|0|300|B
20190507|ITOT|15|0|119|B
20190507|IWM|6522|0|15454|B
20190507|RETL|100|0|100|B
20190507|SCHA|200|0|270|B
20190507|SCHB|200|0|600|B
20190507|SPTM|605|0|605|B
20190507|URTY|611|0|1011|B
20190507|UWM|1454|0|1854|B
20190507|VBR|28|0|318|B
20190507|VTI|4545|0|14872|B
20190507|XRT|1000|0|1800|B
20190508|IJR|588|0|658|B
20190508|IJT|100|0|200|B
20190508|IWM|36117|0|57732|B
20190508|URTY|638|0|917|B
20190508|UWM|2500|0|2741|B
20190508|VB|159|0|159|B
20190508|VBR|32|0|532|B
20190508|VTI|3381|0|4477|B
20190508|VXF|5|0|5|B
20190508|XRT|2500|0|11411|B
20190509|IJR|4913|0|6088|B
20190509|IWC|100|0|100|B
20190509|IWM|22920|0|27587|B
20190509|RETL|130|0|130|B
20190509|URTY|300|0|362|B
20190509|VB|178|0|178|B
20190509|VBR|81|0|81|B
20190509|VTI|5682|0|9927|B
20190509|XRT|3068|0|10121|B
20190510|IJR|548|0|867|B
20190510|ITOT|27|0|85|B
20190510|IWC|200|0|200|B
20190510|IWM|18123|0|29538|B
20190510|RETL|15|0|15|B
20190510|SPTM|711|0|2712|B
20190510|URTY|178|0|178|B
20190510|VB|2|0|102|B
20190510|VBR|58|0|218|B
20190510|VTI|5493|0|10615|B
20190510|XRT|1870|0|3492|B
20190513|IJR|76|0|521|B
20190513|ITOT|90|0|890|B
20190513|IWC|12|0|12|B
20190513|IWM|20615|0|26796|B
20190513|SCHB|100|0|500|B
20190513|URTY|40|0|192|B
20190513|VB|2|0|7|B
20190513|VBR|91|0|96|B
20190513|VTI|2085|0|3237|B
20190513|VTWO|50|0|50|B
20190513|VXF|100|0|100|B
20190513|XRT|784|0|5038|B
20190514|IJR|523|0|1414|B
20190514|ITOT|53|0|102|B
20190514|IWM|11668|0|20573|B
20190514|SPTM|800|0|800|B
20190514|VTI|864|0|1614|B
20190514|XRT|1175|0|20457|B
20190515|FDIS|100|0|100|B
20190515|IJR|886|0|1238|B
20190515|IJT|60|0|60|B
20190515|ITOT|440|0|440|B
20190515|IWM|19106|0|37169|B
20190515|IWN|44|0|44|B
20190515|RETL|10|0|20|B
20190515|URTY|1015|0|1465|B
20190515|UWM|50|0|50|B
20190515|VBR|30|0|81|B
20190515|VTI|2391|0|2534|B
20190515|VXF|42|0|42|B
20190515|XRT|5199|0|6596|B
20190516|IJR|1331|0|2147|B
20190516|ITOT|545|0|545|B
20190516|IWM|6163|0|13674|B
20190516|IWN|15|0|99|B
20190516|IWV|10|0|10|B
20190516|URTY|102|0|652|B
20190516|VB|73|0|73|B
20190516|VBR|145|0|259|B
20190516|VTI|100|0|692|B
20190516|XRT|200|0|1815|B
20190517|IJR|1092|0|1092|B
20190517|IJT|200|0|200|B
20190517|ITOT|650|0|650|B
20190517|IWM|9110|0|23024|B
20190517|IWN|1000|0|1000|B
20190517|RETL|10|0|10|B
20190517|URTY|700|0|1200|B
20190517|UWM|100|0|1300|B
20190517|VB|15|0|115|B
20190517|VBR|144|0|144|B
20190517|VTI|1080|0|7855|B
20190517|XRT|620|0|3320|B
20190520|IJR|406|0|431|B
20190520|IJT|100|0|100|B
20190520|IWM|1212|0|8859|B
20190520|IWN|15|0|15|B
20190520|RETL|10|0|10|B
20190520|SLYV|80|0|80|B
20190520|SPTM|10|0|10|B
20190520|URTY|1300|0|1700|B
20190520|VBR|28|0|228|B
20190520|VTI|1711|0|5145|B
20190520|VTWO|2|0|2|B
20190521|GAMR|15|0|45|B
20190521|IJR|166|0|176|B
20190521|ITOT|18|0|23|B
20190521|IWM|8075|0|16921|B
20190521|RETL|10|0|10|B
20190521|VB|10|0|10|B
20190521|XRT|850|0|5968|B
20190522|IJR|50|0|4095|B
20190522|IJT|200|0|200|B
20190522|ITOT|1|0|1|B
20190522|IWM|16750|0|32934|B
20190522|IWN|938|0|938|B
20190522|RETL|112|0|112|B
20190522|URTY|150|0|150|B
20190522|UWM|10|0|10|B
20190522|VBR|10|0|110|B
20190522|VCR|30|0|30|B
20190522|VTI|452|0|570|B
20190522|XRT|1108|0|1908|B
20190523|IJR|124|0|2724|B
20190523|IJT|200|0|269|B
20190523|IWM|30416|0|51165|B
20190523|IWN|251|0|307|B
20190523|SPTM|1|0|1|B
20190523|URTY|10|0|210|B
20190523|UWM|105|0|305|B
20190523|VBR|153|0|218|B
20190523|VTI|1724|0|2026|B
20190523|XRT|5625|0|11824|B
20190524|IJR|810|0|1100|B
20190524|ITOT|9|0|9|B
20190524|IWM|11677|0|21459|B
20190524|MMTM|69|0|69|B
20190524|URTY|9|0|9|B
20190524|VBR|10|0|10|B
20190524|VTI|2390|0|4424|B
20190524|XRT|600|0|600|B
20190528|IJR|400|0|645|B
20190528|IJS|413|0|413|B
20190528|IWM|20918|0|27746|B
20190528|VB|360|0|460|B
20190528|VBR|30|0|36|B
20190528|VTI|750|0|1150|B
20190528|XRT|1685|0|5309|B
20190529|IJR|2328|0|2404|B
20190529|ITOT|100|0|100|B
20190529|IWM|29884|0|42604|B
20190529|IWN|100|0|100|B
20190529|MFUS|44|0|44|B
20190529|RETL|315|0|315|B
20190529|URTY|100|0|153|B
20190529|VB|75|0|75|B
20190529|VTI|3086|0|3753|B
20190529|XRT|4993|0|7982|B
20190530|IJR|15|0|154|B
20190530|ITOT|300|0|300|B
20190530|IWM|5334|0|15099|B
20190530|IWN|415|0|415|B
20190530|RETL|100|0|100|B
20190530|SLYV|50|0|50|B
20190530|URTY|300|0|461|B
20190530|UWM|25|0|365|B
20190530|VB|2|0|2|B
20190530|VBR|16|0|233|B
20190530|VTI|430|0|4983|B
20190530|XRT|3105|0|14151|B
20190531|IJR|1167|0|1167|B
20190531|IJT|200|0|200|B
20190531|ITOT|250|0|250|B
20190531|IWM|25236|0|47721|B
20190531|IWN|21|0|21|B
20190531|RETL|75|0|75|B
20190531|SPTM|40|0|40|B
20190531|URTY|432|0|832|B
20190531|VB|1|0|401|B
20190531|VBR|120|0|255|B
20190531|VTI|393|0|2905|B
20190531|XRT|200|0|3726|B
20190603|IJR|465|0|505|B
20190603|ITOT|317|0|617|B
20190603|IWM|21041|0|39980|B
20190603|IWN|300|0|400|B
20190603|RETL|12|0|32|B
20190603|SLY|79|0|79|B
20190603|SPSM|90|0|90|B
20190603|UWM|100|0|100|B
